,1st degree av block,2nd degree av block,atrial bigeminy,atrial fibrillation,atrial flutter,atrial tachycardia,atrioventricular  node reentrant tachycardia,atrioventricular reentrant tachycardia,av block,clockwise rotation,complete heart block,countercolockwise rotation,early repolarization,fqrs wave,fusion beats,junctional escape,junctional premature complex,left axis deviation,left bundle branch block,left ventricular high voltage,left ventricular hypertrophy,low qrs voltages,mobitz type i wenckebach atrioventricular block,myocardial infarction,nonspecific intraventricular conduction disorder,nonspecific st t abnormality,p wave change,premature atrial contraction,prolonged pr interval,prolonged qt interval,qwave abnormal,right atrial  high voltage,right atrial hypertrophy,right axis deviation,right bundle branch block,right ventricular hypertrophy,sinus atrium to atrial wandering rhythm,sinus bradycardia,sinus rhythm,sinus tachycardia,st depression,st elevation,st interval abnormal,supraventricular tachycardia,t wave abnormal,t wave inversion,u wave abnormal,ventricular bigeminy,ventricular escape beat,ventricular pre excitation,ventricular premature beats,ventricular trigeminy,wandering atrial pacemaker,wolff parkinson white pattern,micro avg,macro avg,weighted avg,samples avg
0,0.4390243902439025,0.0,0.0,0.8328611898016998,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.17142857142857143,0.0,0.0,0.0,0.0,0.0,0.4931506849315068,0.5777777777777778,0.5857740585774058,0.0,0.5882352941176471,0.0,0.0,0.2631578947368421,0.52,0.4,0.0588235294117647,0.0,0.0,0.24242424242424243,0.0,0.0,0.2777777777777778,0.8627450980392156,0.0,0.0,0.9871465295629821,0.93573264781491,0.8992805755395683,0.4225352112676056,0.3870967741935484,0.0,0.7704918032786885,0.637223974763407,0.0,0.0,0.0,0.0,0.0,0.2926829268292683,0.0,0.0,0.0,0.7283667621776505,0.22553156084910492,0.6974977129409848,0.7793762118957431
1,0.37209302325581395,0.0,0.0,0.8273809523809523,0.5507246376811594,0.11764705882352941,0.0,0.0,0.10526315789473684,0.19999999999999998,0.0,0.09523809523809525,0.0,0.0,0.0,0.0,0.0,0.4383561643835617,0.4102564102564103,0.5797101449275363,0.0,0.27027027027027023,0.0,0.18181818181818182,0.0,0.547486033519553,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.2777777777777778,0.8210526315789474,0.0,0.0,0.9896907216494846,0.9371727748691099,0.898360655737705,0.48484848484848486,0.27586206896551724,0.0,0.6862745098039217,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.2745098039215686,0.0,0.0,0.0,0.7272192827748384,0.21126778196794418,0.687704180153901,0.771992980977356
2,0.358974358974359,0.0,0.0,0.8670520231213873,0.391304347826087,0.08,0.25,0.0,0.16,0.39999999999999997,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.44776119402985076,0.4864864864864865,0.5279187817258884,0.0,0.3157894736842105,0.0,0.0,0.1951219512195122,0.5301204819277109,0.0,0.0,0.0,0.33333333333333337,0.125,0.0,0.0,0.5384615384615384,0.8297872340425532,0.0,0.0,0.9883570504527814,0.9432989690721649,0.910828025477707,0.33333333333333337,0.32,0.0,0.7079646017699115,0.6380368098159509,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.7213973799126637,0.2232509883588545,0.6870296750399498,0.7765301592938312
3,0.3333333333333333,0.0,0.0,0.8397790055248618,0.5142857142857143,0.0,0.0,0.0,0.0,0.1818181818181818,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.4,0.5454545454545455,0.6071428571428571,0.0,0.33333333333333337,0.0,0.0,0.058823529411764705,0.5340909090909091,0.5,0.0,0.0,0.0,0.3529411764705882,0.0,0.0,0.5714285714285714,0.8,0.0,0.0,0.9871794871794871,0.9460154241645244,0.8860759493670886,0.36065573770491804,0.1212121212121212,0.0,0.7863247863247863,0.6302250803858521,0.27027027027027023,0.0,0.0,0.0,0.0,0.24000000000000002,0.0,0.0,0.0,0.7263853000287108,0.22469858050438968,0.6925190075142768,0.7866138364673521
4,0.2777777777777778,0.0,0.0,0.7768115942028986,0.4814814814814815,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.17391304347826086,0.0,0.0,0.0,0.0,0.0,0.5230769230769231,0.5365853658536585,0.5388127853881279,0.0,0.33333333333333337,0.0,0.0,0.15,0.5641025641025641,0.0,0.0,0.0,0.33333333333333337,0.13793103448275865,0.0,0.0,0.48,0.8421052631578948,0.0,0.0,0.9884467265725289,0.9462915601023018,0.9158249158249159,0.3880597014925374,0.2962962962962963,0.0,0.7833333333333333,0.664576802507837,0.1,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.7255244755244756,0.2149659668864285,0.687487811370037,0.7755860160889458
5,0.4285714285714286,0.0,0.0,0.8731563421828907,0.5074626865671641,0.11111111111111112,0.0,0.0,0.1111111111111111,0.28571428571428575,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.49462365591397855,0.36363636363636365,0.4952380952380952,0.0,0.3243243243243243,0.0,0.0,0.25,0.5762711864406781,0.25,0.05555555555555555,0.0,0.0,0.3673469387755102,0.0,0.0,0.391304347826087,0.7865168539325842,0.0,0.0,0.9896373056994819,0.9511568123393316,0.9090909090909091,0.3448275862068966,0.30769230769230765,0.0,0.8095238095238095,0.6791277258566979,0.0,0.0,0.0,0.0,0.0,0.31884057971014496,0.0,0.0,0.0,0.725976618192187,0.22349625638444215,0.6999914125313063,0.7844363860965423
6,0.3243243243243243,0.0,0.0,0.8477611940298507,0.43137254901960786,0.0,0.3333333333333333,0.0,0.0,0.35294117647058826,0.0,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.5393258426966293,0.5454545454545455,0.5161290322580645,0.0,0.46153846153846156,0.0,0.16666666666666666,0.11111111111111112,0.5483870967741936,0.0,0.052631578947368425,0.0,0.0,0.4,0.0,0.0,0.4000000000000001,0.836734693877551,0.0,0.0,0.9858064516129033,0.9540816326530612,0.9139072847682119,0.2916666666666667,0.34285714285714286,0.0,0.743362831858407,0.6130952380952381,0.2,0.0,0.0,0.0,0.0,0.34782608695652173,0.0,0.0,0.0,0.723453237410072,0.22832000850392276,0.6908966946009075,0.7748217385912699
7,0.3333333333333333,0.0,0.0,0.834834834834835,0.47058823529411764,0.0,0.0,0.0,0.2580645161290323,0.3333333333333333,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.5,0.4444444444444444,0.5320197044334974,0.0,0.4583333333333333,0.0,0.0,0.0625,0.5463917525773196,0.0,0.0,0.0,0.0,0.4615384615384615,0.0,0.0,0.12903225806451613,0.8076923076923077,0.0,0.0,0.9871465295629821,0.9378238341968912,0.8945686900958466,0.3225806451612903,0.13793103448275862,0.0,0.7967479674796747,0.6686390532544378,0.0,0.0,0.0,0.0,0.0,0.30000000000000004,0.0,0.0,0.0,0.726321905868681,0.20934260724039896,0.6859701107041649,0.7766617930680431
8,0.36363636363636365,0.0,0.0,0.8307692307692307,0.4444444444444444,0.0,0.0,0.0,0.2727272727272727,0.39999999999999997,0.0,0.3076923076923077,0.25,0.0,0.0,0.0,0.0,0.4594594594594595,0.6382978723404256,0.5,0.4,0.5106382978723405,0.0,0.22222222222222224,0.11764705882352941,0.5317919075144509,0.28571428571428575,0.0,0.0,0.0,0.41860465116279066,0.0,0.0,0.17142857142857143,0.8333333333333333,0.0,0.0,0.9820971867007673,0.9354005167958657,0.9066666666666667,0.4,0.26666666666666666,0.0,0.7758620689655172,0.5566343042071197,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.7145359019264447,0.24174929559020197,0.6826079597101808,0.7656478287337662
9,0.25641025641025644,0.0,0.0,0.8157894736842105,0.5,0.031746031746031744,0.28571428571428575,0.0,0.1111111111111111,0.2857142857142857,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.5569620253164557,0.5882352941176471,0.5585585585585585,0.0,0.43636363636363634,0.0,0.22222222222222224,0.05263157894736841,0.5948717948717949,0.0,0.044444444444444446,0.0,0.0,0.3125,0.0,0.0,0.4,0.8712871287128714,0.0,0.0,0.9896640826873385,0.9427083333333334,0.9297658862876254,0.33333333333333337,0.42424242424242425,0.0,0.7387387387387387,0.6168831168831169,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.7204301075268817,0.22962774154520538,0.6956987886660508,0.7812893866116521
