,1st degree av block,2nd degree av block,atrial bigeminy,atrial fibrillation,atrial flutter,atrial tachycardia,atrioventricular  node reentrant tachycardia,atrioventricular reentrant tachycardia,av block,clockwise rotation,complete heart block,countercolockwise rotation,early repolarization,fqrs wave,fusion beats,junctional escape,junctional premature complex,left axis deviation,left bundle branch block,left ventricular high voltage,left ventricular hypertrophy,low qrs voltages,mobitz type i wenckebach atrioventricular block,myocardial infarction,nonspecific intraventricular conduction disorder,nonspecific st t abnormality,p wave change,premature atrial contraction,prolonged pr interval,prolonged qt interval,qwave abnormal,right atrial  high voltage,right atrial hypertrophy,right axis deviation,right bundle branch block,right ventricular hypertrophy,sinus atrium to atrial wandering rhythm,sinus bradycardia,sinus rhythm,sinus tachycardia,st depression,st elevation,st interval abnormal,supraventricular tachycardia,t wave abnormal,t wave inversion,u wave abnormal,ventricular bigeminy,ventricular escape beat,ventricular pre excitation,ventricular premature beats,ventricular trigeminy,wandering atrial pacemaker,wolff parkinson white pattern,micro avg,macro avg,weighted avg,samples avg
0,0.5306122448979592,0.0,0.0,0.9226519337016574,0.5846153846153845,0.3157894736842105,0.0,0.0,0.2727272727272727,0.2857142857142857,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.5121951219512196,0.5454545454545455,0.4778761061946903,0.0,0.1875,0.0,0.18181818181818182,0.15789473684210525,0.4972375690607735,0.5,0.1142857142857143,0.0,0.0,0.47368421052631576,0.0,0.0,0.38095238095238104,0.8541666666666666,0.0,0.0,0.9961190168175937,0.9672544080604534,0.936026936026936,0.393939393939394,0.3846153846153846,0.0,0.7894736842105263,0.6570605187319885,0.1739130434782609,0.0,0.0,0.0,0.0,0.7999999999999999,0.0,0.0,0.0,0.7534013605442177,0.26013748831148253,0.7241233031352481,0.8115118496954434
1,0.5588235294117648,0.0,0.0,0.9285714285714285,0.5901639344262295,0.13333333333333333,0.3333333333333333,0.0,0.09523809523809523,0.5384615384615384,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.4631578947368421,0.6461538461538461,0.5848375451263538,0.0,0.18181818181818182,0.0,0.16666666666666666,0.11764705882352941,0.5445026178010471,0.0,0.0,0.0,0.0,0.35555555555555557,0.0,0.0,0.44776119402985076,0.8823529411764707,0.0,0.0,0.9796954314720813,0.9642857142857142,0.9288135593220338,0.3508771929824562,0.4347826086956522,0.0,0.8225806451612904,0.6629834254143646,0.0,0.0,0.0,0.0,0.0,0.6865671641791045,0.0,0.0,0.0,0.7505399568034558,0.2514959744073138,0.7240002395563259,0.8021454077606421
2,0.4888888888888888,0.0,0.0,0.923076923076923,0.619718309859155,0.4,0.0,0.0,0.38095238095238093,0.6153846153846153,0.0,0.27586206896551724,0.0,0.0,0.0,0.0,0.0,0.5,0.47826086956521735,0.5042016806722689,0.0,0.1142857142857143,0.0,0.0,0.15789473684210525,0.4631578947368421,0.0,0.3157894736842105,0.0,0.0,0.45,0.0,0.0,0.37209302325581395,0.8478260869565217,0.0,0.0,0.9961190168175937,0.9770992366412214,0.9391891891891893,0.3225806451612903,0.15384615384615383,0.0,0.8099173553719008,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.7457627118644068,0.0,0.0,0.0,0.7467495760316564,0.24939428872967678,0.718837321331765,0.8074640799738455
3,0.4799999999999999,0.0,0.0,0.9070422535211267,0.5882352941176471,0.2857142857142857,0.0,0.0,0.19047619047619047,0.46153846153846156,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.46511627906976744,0.5116279069767442,0.4935064935064935,0.0,0.1764705882352941,0.0,0.0,0.15789473684210525,0.5490196078431373,0.0,0.2105263157894737,0.0,0.33333333333333337,0.3333333333333333,0.0,0.0,0.41860465116279066,0.8541666666666666,0.0,0.0,0.9961290322580645,0.9693877551020409,0.9251700680272109,0.27692307692307694,0.48,0.0,0.8524590163934426,0.6041055718475073,0.0,0.0,0.0,0.0,0.0,0.7213114754098361,0.0,0.0,0.0,0.7433728144388043,0.24818689618681536,0.7152631998226855,0.8010909175459956
4,0.5,0.0,0.0,0.9243697478991596,0.6451612903225806,0.4761904761904762,0.0,0.0,0.1111111111111111,0.4444444444444444,0.0,0.20689655172413793,0.0,0.0,0.0,0.0,0.0,0.4473684210526316,0.4761904761904762,0.5213675213675214,0.0,0.2631578947368421,0.0,0.0,0.10256410256410255,0.5174129353233831,0.0,0.25,0.0,0.33333333333333337,0.358974358974359,0.0,0.0,0.5454545454545454,0.8541666666666666,0.0,0.0,0.9909443725743855,0.9693877551020409,0.9459459459459459,0.38095238095238093,0.3846153846153846,0.0,0.8455284552845529,0.6283987915407855,0.0,0.0,0.0,0.0,0.0,0.819672131147541,0.0,0.0,0.0,0.7540983606557378,0.25821498323182945,0.72721802862054,0.8125626380997475
5,0.4528301886792452,0.0,0.0,0.9265536723163841,0.6865671641791045,0.21052631578947364,0.0,0.0,0.14814814814814814,0.2857142857142857,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.4266666666666667,0.5238095238095238,0.49339207048458145,0.0,0.11764705882352941,0.0,0.0,0.1951219512195122,0.5495495495495496,0.1818181818181818,0.1951219512195122,0.0,0.0,0.28571428571428575,0.0,0.0,0.4210526315789474,0.8631578947368421,0.0,0.0,0.9896373056994819,0.9448818897637795,0.912751677852349,0.36065573770491804,0.3846153846153846,0.0,0.8034188034188035,0.6647887323943661,0.0,0.0,0.0,0.0,0.0,0.8387096774193549,0.0,0.0,0.0,0.7426160337552742,0.2396824212836335,0.7163461314514088,0.7977648274034992
6,0.5185185185185186,0.0,0.0,0.8985507246376813,0.5846153846153845,0.3,0.0,0.0,0.18181818181818182,0.5882352941176471,0.0,0.19672131147540983,0.0,0.0,0.0,0.0,0.0,0.5591397849462365,0.4888888888888889,0.6036363636363636,0.0,0.12121212121212123,0.0,0.0,0.16666666666666666,0.47904191616766467,0.0,0.052631578947368425,0.0,0.25,0.42424242424242425,0.0,0.0,0.34285714285714286,0.8514851485148515,0.0,0.0,0.9796954314720813,0.9608355091383812,0.9403973509933774,0.33898305084745767,0.08333333333333333,0.0,0.8548387096774194,0.6809651474530831,0.0,0.0,0.0,0.0,0.0,0.6538461538461537,0.0,0.0,0.0,0.7458471760797343,0.24261400255599702,0.7188137905794308,0.8016431051587302
7,0.56,0.0,0.0,0.9085872576177285,0.5588235294117648,0.23529411764705882,0.0,0.0,0.15384615384615385,0.380952380952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4931506849315068,0.5490196078431373,0.5550660792951543,0.0,0.1935483870967742,0.0,0.0,0.06060606060606061,0.5915492957746479,0.2857142857142857,0.052631578947368425,0.0,0.0,0.3888888888888889,0.0,0.0,0.5161290322580645,0.8842105263157894,0.0,0.0,0.9922077922077922,0.9672544080604534,0.9273356401384083,0.44680851063829785,0.1818181818181818,0.0,0.8130081300813008,0.6407185628742516,0.0,0.0,0.0,0.0,0.0,0.7636363636363636,0.0,0.0,0.0,0.7521702604312517,0.24260750845558915,0.7224920343829195,0.8086249091620186
8,0.5098039215686274,0.0,0.0,0.9307479224376731,0.5396825396825397,0.3333333333333333,0.0,0.0,0.19047619047619047,0.3333333333333333,0.0,0.24242424242424243,0.0,0.0,0.0,0.0,0.0,0.4556962025316456,0.5238095238095238,0.5112107623318385,0.0,0.18181818181818182,0.0,0.0,0.18181818181818182,0.4973544973544973,0.0,0.2926829268292683,0.0,0.0,0.2777777777777778,0.0,0.0,0.48780487804878053,0.8723404255319149,0.0,0.0,0.9922680412371134,0.9591836734693878,0.9391891891891893,0.25,0.32,0.0,0.8166666666666667,0.6277777777777778,0.0,0.0,0.0,0.0,0.0,0.819672131147541,0.0,0.0,0.0,0.7464709203839638,0.24234948741843013,0.71751849394511,0.8044757705402237
9,0.5306122448979592,0.0,0.0,0.9307479224376731,0.7187499999999999,0.3157894736842105,0.0,0.0,0.21052631578947367,0.42857142857142855,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.49350649350649345,0.5306122448979592,0.5022421524663676,0.0,0.17142857142857146,0.0,0.0,0.10526315789473682,0.5235602094240838,0.0,0.16216216216216214,0.0,0.0,0.4,0.0,0.0,0.39024390243902435,0.8958333333333334,0.0,0.0,0.9948453608247424,0.9662337662337662,0.9355932203389831,0.25396825396825395,0.3846153846153846,0.0,0.8319999999999999,0.6495726495726496,0.1,0.0,0.0,0.0,0.0,0.819672131147541,0.0,0.0,0.0,0.7569562748438387,0.24815178765705465,0.7250614859227286,0.813454015602453
